Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No ,Applicant Name,Product MCC Registration No ,Nappi Code,ATC 4,Schedule,Product Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,,Originator or Generic,12 Months Volume of Sales
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,817171002,V06DD,S1,ITN 1006 N,Amino acids,1,ZZZ,INF,1,,219,27,35,281,281,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,838748007,V06DD,S1,ITN 1502 A,Amino acids,1,ZZZ,INF,1,,606,76,95,778,778,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,700847003,V06DD,S1,ITN 1502S ,Amino acids,1,ZZZ,INF,1,,611,76,96,783,783,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,701272001,V06DD,S1,ITN 1503 A ,Amino acids,1,ZZZ,INF,1,,511,64,80,655,655,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,,819751006,V06DD,S1,ITN 1600 A,Amino acids,1,ZZZ,INF,1,,999,125,157,1450,1450,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,865001006,V06DD,S1,ITN 1601 A,Amino acids,1,ZZZ,INF,1,,424,53,67,544,544,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium phosphate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,822116006,V06DD,S1,ITN 1601 N,Amino acids,1,ZZZ,INF,1,,361,45,57,463,463,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,842362002,V06DD,S1,ITN 1602 A ,Amino acids,1,ZZZ,INF,1,,611,76,96,783,783,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,701476003,V06DD,S1,ITN 1603 A ,Amino acids,1,ZZZ,INF,1,,507,63,80,650,650,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,700837001,V06DD,S1,ITN 1606 N ,Amino acids,1,ZZZ,INF,1,,364,46,57,467,467,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium phosphate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,,822124009,V06DD,S1,ITN 1700 A,Amino acids,1,ZZZ,INF,1,,645,81,102,936,936,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium phosphate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,819867004,V06DD,S1,ITN 2000 A,Amino acids,1,ZZZ,INF,1,,675,84,106,866,866,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,819719005,V06DD,S1,ITN 2001 A,Amino acids,1,ZZZ,INF,1,,674,84,106,865,865,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,824356004,V06DD,S1,ITN 2002 A,Amino acids,1,ZZZ,INF,1,,672,84,106,862,862,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,703480002,V06DD,S1,ITN 2002 AD *,Amino acids,1,ZZZ,INF,1,,998,125,157,1280,1280,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,893862002,V06DD,S1,ITN 2101 A,Amino acids,1,ZZZ,INF,1,,875,109,138,1122,1122,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,894154005,V06DD,S1,ITN 2102 A,Amino acids,1,ZZZ,INF,1,,1301,163,205,1668,1668,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,707129001,V06DD,S1,ITN 2102 XA,Amino acids,1,ZZZ,INF,1,,1207,151,190,1549,1549,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium fluoride,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Thiamine (vit B1),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Zinc chloride,1,ZZZ,,,,,,,,,,,,,
771,Fresenuis Kabi,Article 21B,816523002,V06DD,S1,ITN 3000 A,Amino acids,1,ZZZ,INF,1,,1248,156,197,1601,1601,2009/03/02,,,,
,,,,,,,Calcium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Calcium pantothenate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Copper sulfate,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Fat emulsions,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Glucose,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Iodine,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Magnesium (different salts in combination),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Manganese,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Nicotinamide,1,ZZZ,,,,,,,,,,,,,
,,,,,,,"Potassium phosphate, incl. comb. with other potassium salts",1,ZZZ,,,,,,,,,,,,,
,,,,,,,Pyridoxine (vit B6),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Riboflavin (vit B2),1,ZZZ,,,,,,,,,,,,,
,,,,,,,Selenium,1,ZZZ,,,,,,,,,,,,,
,,,,,,,Sodium chloride,1,ZZZ,,,,,,,,,,,,,
